#OTUID	taxonomy	Confidence
02eab4dd1c847ac37dbd904b62b885ce	d__Bacteria; p__Planctomycetota; c__Planctomycetes; o__Planctomycetales; f__uncultured; g__uncultured; s__uncultured_Planctomyces	0.7748654428133559
02ee2fd2ecec695cc087788e4fc76df2	d__Bacteria; p__Myxococcota; c__Polyangia; o__Nannocystales; f__Nannocystaceae; g__Nannocystis	0.7153089909970841
02eed1f4f4033b69bc676c74b2d56c3f	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Anaerolineales; f__Anaerolineaceae; g__uncultured	0.9694134539050391
02f72c7adfe1fd9ca9741aa39a41bbf2	d__Bacteria; p__Armatimonadota; c__Fimbriimonadia; o__Fimbriimonadales; f__Fimbriimonadaceae; g__Fimbriimonadaceae	0.9765683477948374
02fc21e72f66adea757b355edea4a369	d__Bacteria; p__Actinobacteriota; c__Acidimicrobiia	0.9996999623063637
031158c0bf724ffd5e409d80f1e90bc5	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured	0.9912750588302903
03144c3feea7ed0710075e2cc2519d30	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae	0.999147522146918
03149cd5b0c540414600488c0538b47e	d__Bacteria; p__Acidobacteriota; c__Subgroup_22; o__Subgroup_22; f__Subgroup_22; g__Subgroup_22; s__uncultured_bacterium	0.8816297870323663
031693ab9ac6ab7916adb354b0aaf47e	d__Bacteria; p__Acidobacteriota; c__Blastocatellia; o__DS-100; f__DS-100; g__DS-100	0.9912888331263405
03242c85216a05aa921dedfa113234a8	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured	0.979859583359856
033a3975512e612ca43261b0eaa39a9f	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__S-70; f__S-70; g__S-70; s__uncultured_bacterium	0.9852905526729576
036155b64e95d21f235a034ae65c6bbb	d__Bacteria; p__Nitrospirota; c__Nitrospiria; o__Nitrospirales; f__Nitrospiraceae; g__Nitrospira	0.9999999947060538
036574bb8e05f3b9a11ab7a4090d6950	d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales	0.9999992952481899
037ae9a0837b27151825ed3234d41dfa	d__Bacteria; p__Planctomycetota; c__Phycisphaerae; o__Phycisphaerales; f__Phycisphaeraceae; g__SM1A02; s__uncultured_soil	0.9826914642238328
0388f969e3527b2938acc676d6757bdb	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Amaricoccus	0.9621123934316684
038eaca8bc9eae4a25092457913325f2	d__Bacteria; p__Bdellovibrionota; c__Oligoflexia; o__Oligoflexales; f__uncultured; g__uncultured	0.9999192611530967
03a92e40b45c0f932ab070b8d8ad9ff4	d__Bacteria; p__Gemmatimonadota	0.9989863808461328
03b1a0f0a77335be9f0927622d5edb10	d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured	0.9955615317334298
03cf8e47931aea08392374e9cd6d72ab	d__Bacteria; p__Planctomycetota; c__OM190; o__OM190; f__OM190; g__OM190; s__metagenome	0.8720598962169511
03d2cc3f7b2bc352752d39e3738d0af9	d__Bacteria; p__Patescibacteria; c__Berkelbacteria; o__Berkelbacteria; f__Berkelbacteria; g__Berkelbacteria; s__uncultured_bacterium	0.7951862088810402
03e021feb00f8361de130e7cfbd2c068	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter	0.9928918816742436
03f6091f5aacb69f06fc925acd1c9506	d__Bacteria; p__Chloroflexi; c__Anaerolineae; o__Caldilineales; f__Caldilineaceae; g__Litorilinea; s__uncultured_bacterium	0.9998552651634816
03fa30c650f77ab8c36a4322ee961792	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter	0.8737185272464567
03fd5210ad992fddd0cc44a0690c49c6	d__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Lactobacillaceae; g__Lactobacillus	0.9999968941509478
04132853a0688af924f860b33cd75050	d__Bacteria; p__Chloroflexi; c__Ktedonobacteria; o__C0119; f__C0119; g__C0119; s__uncultured_soil	0.9727805427671714
0423b07a3f982f5987d57b4d280d1860	d__Bacteria; p__Myxococcota; c__Myxococcia; o__Myxococcales; f__Myxococcaceae; g__Myxococcus	0.9390043116720336
04306f750e88d0ca7f9a6fc65b5d9f0d	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Acetobacterales; f__Acetobacteraceae; g__Acetobacter	0.9049289996233739
04380db87439566253a5e075266d16b2	d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Gammaproteobacteria_Incertae_Sedis; f__Unknown_Family; g__Acidibacter; s__uncultured_bacterium	0.7401492025225945
043e49769042c0cc8b943aab1d47b277	d__Bacteria; p__Chloroflexi; c__JG30-KF-CM66; o__JG30-KF-CM66; f__JG30-KF-CM66; g__JG30-KF-CM66; s__uncultured_Chloroflexi	0.8550801606632275
043e8e861c8af12660ee9725d68bb8ee	d__Bacteria; p__Myxococcota; c__Polyangia; o__Polyangiales; f__Sandaracinaceae; g__Sandaracinus; s__Sandaracinus_amylolyticus	0.9873617114087758
043ed70d16f0efbbbe3832135e58bc3d	d__Bacteria; p__Verrucomicrobiota; c__Verrucomicrobiae; o__Chthoniobacterales; f__Chthoniobacteraceae; g__Chthoniobacter	0.9998728095090722
043f93fc9eca19d79db57cdda4dc47e2	d__Bacteria; p__Firmicutes; c__Bacilli; o__Paenibacillales; f__Paenibacillaceae; g__Cohnella	0.999999646681965
045946f4810c571753bcbdefb0cb4515	d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Caulobacterales; f__Hyphomonadaceae; g__SWB02	0.9901141556923521
